,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
0,Spezia-Milan,1,0,0,2,0,17,2,2,2,1,2,3,1.3333333333333333,2.5,2.0,0.5,0.816496580927726,1.8708286933869709,1.095445115010332,0.5477225575051661,2,1,0,2,2,2,6,1,1,3,1,4,2,1,2,0,1,0,1,0,1,2
1,Inter-Atalanta,2,2,1,2,2,2,2,1,0,2,2,5,3.333333333333333,1.1666666666666667,1.3333333333333333,1.0,1.505545305418162,0.752772652709081,0.816496580927726,0.8944271909999159,4,3,2,6,3,0,1,2,1,1,2,0,1,1,2,1,0,2,0,1,2,2
2,Genoa-Verona,0,0,2,0,1,16,0,0,0,2,1,15,1.6666666666666667,2.5,1.8333333333333333,2.333333333333333,1.2110601416389966,0.8366600265340756,1.1690451944500122,0.816496580927726,0,1,3,1,2,4,2,2,2,2,2,1,0,3,2,3,3,1,2,2,3,3
3,Juventus-Sampdoria,1,0,0,1,2,12,0,1,1,2,0,13,1.6666666666666667,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.2110601416389968,0.5163977794943223,1.3291601358251257,1.632993161855452,2,0,1,1,3,2,1,2,1,2,0,0,2,3,0,1,0,2,0,4,3,2
4,Empoli-Bologna,0,2,0,0,2,11,2,1,2,0,1,8,1.5,1.6666666666666667,1.5,2.333333333333333,1.378404875209022,1.3662601021279464,1.0488088481701516,2.3380903889000244,1,1,1,0,2,3,0,2,3,0,3,0,1,1,2,2,0,0,6,2,4,2
5,Sassuolo-Salernitana,2,1,0,0,0,14,0,0,0,0,1,20,1.0,1.1666666666666667,0.6666666666666666,2.5,1.095445115010332,0.983192080250175,1.0327955589886446,1.378404875209022,3,0,1,0,1,2,0,2,1,2,2,0,0,0,2,3,4,4,1,2,1,0
6,Udinese-Fiorentina,1,2,2,0,0,10,0,2,2,2,0,6,1.0,1.3333333333333333,1.5,1.5,1.2649110640673518,1.505545305418162,0.5477225575051661,1.224744871391589,2,3,1,0,0,2,0,0,4,1,1,2,2,2,1,3,1,1,1,3,0,1
7,Lazio-Roma,2,2,0,1,1,7,2,2,2,0,2,4,2.5,1.5,2.333333333333333,1.3333333333333333,2.073644135332772,0.5477225575051661,1.0327955589886444,1.3662601021279464,3,6,0,2,1,1,1,2,2,1,3,4,2,2,1,1,0,1,3,0,3,2
8,Napoli-Cagliari,2,2,2,2,2,1,1,0,0,1,0,19,2.6666666666666665,0.3333333333333333,1.1666666666666667,2.5,1.0327955589886446,0.5163977794943223,0.9831920802501752,0.8366600265340756,2,2,2,4,4,0,1,1,0,0,2,1,2,2,0,2,4,3,2,2,2,0
9,Venezia-Torino,0,0,2,0,0,18,0,0,2,2,1,9,0.6666666666666666,1.8333333333333333,1.5,1.0,0.816496580927726,0.752772652709081,1.224744871391589,0.8944271909999159,0,0,2,1,0,2,3,1,2,2,1,1,4,1,1,2,2,0,0,1,1,1
10,Cagliari-Venezia,0,0,1,0,0,19,0,2,0,0,1,18,1.1428571428571428,2.2857142857142856,0.7142857142857143,1.7142857142857142,0.8997354108424372,0.951189731211342,0.7559289460184544,0.7559289460184545,1,2,2,0,0,4,3,2,2,2,0,2,1,0,1,3,1,2,2,1,1,1
11,Salernitana-Genoa,0,0,0,1,0,20,0,2,0,1,1,16,0.7142857142857143,2.142857142857143,1.4285714285714286,2.2857142857142856,0.9511897312113418,1.5735915849388864,1.2724180205607036,0.951189731211342,0,0,0,2,0,4,4,1,2,1,1,3,1,2,3,2,2,2,2,3,1,0
12,Torino-Juventus,0,2,2,1,1,9,0,0,1,2,2,10,1.2857142857142858,1.0,1.5714285714285714,1.4285714285714286,1.2535663410560176,0.816496580927726,1.1338934190276817,0.7867957924694432,1,4,1,1,1,2,0,0,1,1,0,1,1,3,3,1,2,1,2,2,0,1
13,Sassuolo-Inter,1,0,0,0,2,12,2,1,2,2,1,3,1.0,1.2857142857142858,3.142857142857143,1.1428571428571428,1.0,0.951189731211342,1.4638501094227998,0.6900655593423541,0,1,0,1,1,0,2,1,2,0,3,2,6,3,2,1,2,1,1,2,1,2
14,Bologna-Lazio,1,2,0,1,0,11,2,0,1,1,2,6,1.7142857142857142,2.0,2.142857142857143,1.7142857142857142,1.1126972805283737,2.309401076758503,2.1157009420498154,0.7559289460184545,0,1,1,2,2,0,0,6,2,4,6,0,2,1,3,1,2,2,1,2,3,0
15,Verona-Spezia,0,0,2,1,1,14,0,0,2,0,0,17,2.142857142857143,2.0,1.1428571428571428,2.7142857142857144,1.3451854182690983,1.1547005383792517,0.8997354108424372,1.7994708216848745,1,0,3,2,3,3,1,2,2,3,1,0,2,2,1,6,1,1,3,2,4,0
16,Sampdoria-Udinese,1,1,2,0,0,15,2,2,0,0,0,13,1.4285714285714286,1.8571428571428568,1.2857142857142858,1.5714285714285714,1.3972762620115438,1.5735915849388862,1.3801311186847085,1.511857892036909,0,2,3,0,2,0,2,0,4,3,3,1,0,0,0,0,0,4,1,1,3,3
17,Fiorentina-Napoli,2,2,2,0,2,5,2,2,2,2,2,1,1.4285714285714286,1.5714285714285714,2.571428571428572,0.4285714285714285,0.5345224838248488,1.1338934190276817,0.9759000729485332,0.5345224838248487,2,2,2,1,1,1,1,1,3,0,2,2,4,4,2,1,1,0,0,0,1,2
18,Roma-Empoli,2,2,0,2,0,4,2,0,0,2,2,8,2.2857142857142856,1.1428571428571428,1.2857142857142858,1.7142857142857142,0.951189731211342,1.3451854182690983,1.3801311186847085,1.2535663410560174,4,2,2,1,2,0,1,3,0,3,1,1,0,2,4,0,2,3,0,2,2,0
19,Atalanta-Milan,1,0,2,2,1,7,2,2,1,2,2,2,1.4285714285714286,1.2857142857142858,2.142857142857143,0.7142857142857143,0.7867957924694431,1.1126972805283737,1.0690449676496974,0.7559289460184544,0,1,1,2,2,0,2,0,1,2,4,2,1,2,2,1,0,1,0,1,2,3
20,Spezia-Salernitana,0,2,0,0,0,19,0,0,1,0,2,18,1.25,2.5,0.75,2.125,0.8864052604279183,1.772810520855837,0.8864052604279183,1.4577379737113252,0,2,2,1,0,1,1,3,2,4,0,0,2,0,1,4,1,2,1,0,2,1
21,Lazio-Inter,0,1,1,2,0,6,1,2,2,1,2,3,2.25,1.625,2.875,1.375,1.9820624179302295,0.7440238091428449,1.5526475085202969,0.9161253813129044,0,2,1,3,0,2,2,1,2,3,2,6,3,2,2,2,1,1,2,1,3,1
22,Milan-Verona,2,1,2,2,2,2,0,2,1,1,2,12,2.25,0.875,2.125,2.125,1.035098339013531,0.8345229603962802,1.246423454758225,1.1259916264596033,2,1,2,2,3,0,1,0,1,2,0,3,2,3,4,1,2,2,3,0,3,2
23,Cagliari-Sampdoria,0,1,0,0,1,20,1,2,0,0,1,15,1.375,2.125,1.375,2.0,1.0606601717798212,0.9910312089651148,1.3024701806293193,1.5118578920369088,2,2,0,0,1,3,2,2,2,1,2,3,0,2,3,2,0,4,3,3,3,1
24,Empoli-Atalanta,0,0,2,2,0,10,0,2,2,1,0,8,1.25,2.0,1.75,1.25,1.2817398889233114,1.4142135623730951,1.164964745021435,1.035098339013531,1,0,2,4,0,2,3,0,2,2,1,1,2,2,2,2,0,1,2,3,1,4
25,Genoa-Sassuolo,2,0,1,1,0,16,0,0,0,2,0,14,1.5,2.25,1.125,1.375,1.1952286093343936,0.8864052604279183,0.9910312089651148,0.9161253813129044,3,1,2,3,0,2,2,2,3,1,1,0,1,1,1,2,1,2,0,2,2,2
26,Udinese-Bologna,2,0,0,0,1,13,2,0,1,0,2,9,1.25,1.5,1.625,1.875,1.2817398889233114,1.4142135623730951,1.0606601717798212,2.167124493754009,1,0,0,0,3,0,4,1,1,3,1,1,2,2,3,0,6,2,4,0,1,1
27,Napoli-Torino,2,2,2,2,2,1,2,2,1,1,0,11,2.375,0.375,1.125,1.0,1.0606601717798212,0.5175491695067657,1.246423454758225,0.7559289460184544,2,4,4,2,2,1,0,0,0,1,4,1,1,1,0,0,0,1,1,1,1,0
28,Juventus-Roma,0,1,2,2,2,7,2,0,2,0,2,4,1.5,1.25,2.0,1.125,1.0690449676496976,0.8864052604279183,1.1952286093343936,1.246423454758225,1,1,3,3,1,2,1,2,2,0,2,2,1,2,2,1,3,0,3,0,1,0
29,Venezia-Fiorentina,2,0,0,1,1,17,2,2,0,2,0,5,0.75,1.5,1.25,1.5,0.7071067811865476,0.9258200997725514,0.7071067811865476,1.0690449676496976,2,1,0,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,0,2,1,0
30,Torino-Genoa,2,1,1,0,0,12,0,1,1,0,1,18,1.3333333333333333,1.1111111111111112,1.5555555555555556,2.333333333333333,1.3228756555322954,0.7817359599705717,1.1303883305208782,0.8660254037844387,1,1,1,0,0,0,1,1,1,1,1,2,3,0,2,2,2,3,1,2,3,2
31,Sampdoria-Spezia,2,0,0,1,0,17,2,0,0,0,2,16,1.4444444444444444,1.8888888888888888,1.2222222222222223,2.4444444444444446,1.2360330811826103,1.4529663145135578,0.8333333333333334,1.666666666666667,3,0,2,3,1,0,4,3,3,3,2,2,1,0,2,1,3,2,4,1,2,1
32,Salernitana-Empoli,0,1,0,2,0,20,0,2,2,0,0,11,0.8888888888888888,2.333333333333333,1.5555555555555556,2.0,0.927960727138337,1.5,1.5092308563562362,1.3228756555322954,0,2,0,1,1,1,2,1,0,2,0,2,4,0,1,3,0,2,2,4,2,4
33,Sassuolo-Venezia,0,0,2,0,1,14,0,0,1,1,2,15,1.3333333333333333,1.3333333333333333,0.7777777777777778,1.6666666666666667,1.118033988749895,0.8660254037844386,0.6666666666666669,1.0,0,1,1,1,2,1,2,0,2,2,1,0,1,1,1,2,2,1,1,0,3,1
34,Bologna-Milan,0,1,0,2,1,8,1,2,2,2,2,2,1.6666666666666667,2.111111111111111,2.4444444444444446,1.0,1.0,2.1473497877875207,1.130388330520878,0.8660254037844386,1,2,2,3,1,6,2,4,0,1,1,2,2,3,3,1,0,1,2,2,2,4
35,Atalanta-Udinese,2,2,1,0,2,6,0,0,0,1,1,10,1.6666666666666667,1.2222222222222223,1.2222222222222223,1.4444444444444444,1.118033988749895,0.9718253158075502,1.2018504251546631,1.3333333333333337,1,2,2,2,4,0,1,2,3,1,0,0,0,3,1,4,1,1,3,1,1,1
36,Fiorentina-Cagliari,2,0,2,0,0,9,1,0,0,1,2,19,1.4444444444444444,1.3333333333333333,1.2222222222222223,2.2222222222222223,0.8819171036881969,1.118033988749895,1.092906420717,0.9718253158075502,2,1,1,1,0,1,3,0,2,1,2,0,0,1,3,2,2,2,1,1,3,0
37,Verona-Lazio,2,1,1,2,0,13,1,1,2,0,2,5,2.333333333333333,2.0,2.111111111111111,1.8888888888888888,1.3228756555322954,1.118033988749895,1.90029237516523,1.0540925533894598,3,2,3,4,2,2,2,3,0,3,2,1,3,0,3,2,1,2,3,1,4,1
38,Roma-Napoli,0,2,0,2,0,4,2,2,2,2,2,1,1.7777777777777777,1.0,2.111111111111111,0.3333333333333333,1.301708279317776,1.224744871391589,1.2692955176439846,0.5,2,1,2,2,0,3,0,3,0,1,4,4,2,2,1,0,0,0,1,0,0,0
39,Inter-Juventus,2,2,1,2,0,3,1,2,2,2,2,7,2.6666666666666665,1.3333333333333333,1.4444444444444444,1.2222222222222223,1.5811388300841898,0.8660254037844386,1.0137937550497031,0.8333333333333334,6,3,2,2,1,1,1,2,1,3,1,3,3,1,1,1,2,2,0,0,1,1
40,Spezia-Genoa,0,0,0,2,0,17,1,1,0,1,0,18,1.2,2.3,1.5,2.2,0.7888106377466155,1.636391694484477,1.0801234497346437,0.9189365834726816,2,1,0,2,1,3,2,4,1,2,2,3,0,2,2,2,3,1,2,3,1,1
41,Venezia-Salernitana,0,1,1,2,0,16,1,0,2,0,0,20,0.8,1.7,1.0,2.2,0.6324555320336759,0.9486832980505135,0.9428090415820634,1.4757295747452437,0,1,1,1,1,2,1,1,0,3,2,0,1,1,2,2,1,0,2,4,1,2
42,Milan-Torino,2,2,2,2,2,2,1,1,0,0,2,12,2.3,0.9,1.2,1.1,1.1595018087284057,0.8755950357709131,1.3165611772087666,0.7378647873726217,2,2,3,3,4,0,1,2,2,2,1,1,0,0,3,1,1,1,1,2,1,0
43,Juventus-Sassuolo,2,2,2,2,1,6,0,2,0,1,2,13,1.4,1.3,1.4,1.3,0.966091783079296,0.8232726023485646,1.07496769977314,0.8232726023485646,3,3,1,1,1,2,2,0,0,1,1,1,1,2,3,2,0,2,2,1,1,2
44,Sampdoria-Atalanta,0,0,1,0,2,15,2,1,0,2,1,5,1.4,2.0,1.8,1.2,1.1737877907772671,1.4142135623730951,1.1352924243950937,0.9189365834726816,0,2,3,1,2,4,3,3,3,1,2,2,2,4,1,1,2,3,1,1,1,3
45,Udinese-Verona,0,0,1,1,1,14,1,1,2,0,2,11,1.2,1.4,2.2,1.9,1.1352924243950933,1.2649110640673518,1.3165611772087666,1.100504934614612,0,0,3,1,1,1,1,3,1,1,2,3,4,2,4,2,3,0,3,1,1,1
46,Cagliari-Roma,0,0,1,2,0,19,2,0,2,0,1,4,1.2,2.2,1.8,1.0,1.0327955589886444,0.9189365834726816,1.2292725943057183,1.1547005383792517,0,0,1,3,0,2,2,1,1,3,1,2,2,0,0,0,3,0,1,0,1,2
47,Empoli-Inter,2,2,0,0,2,10,2,1,2,0,1,3,1.4,2.0,2.6,1.2,1.5055453054181622,1.247219128924647,1.505545305418162,0.9189365834726816,2,4,0,1,4,0,2,2,4,2,3,2,2,1,1,1,2,1,3,1,0,2
48,Lazio-Fiorentina,1,2,0,2,0,8,0,2,0,0,2,7,2.0,1.7,1.3,1.3,1.8257418583505536,1.1595018087284057,0.9486832980505138,1.0593499054713802,1,3,0,3,1,1,2,3,1,4,1,1,1,0,3,3,0,2,1,0,1,0
49,Napoli-Bologna,2,2,2,2,1,1,1,0,2,1,0,9,2.2,0.3,1.5,2.2,1.2292725943057183,0.4830458915396479,1.0801234497346437,2.043961295567452,4,2,2,1,0,0,0,1,0,0,2,2,3,1,2,2,4,0,1,4,3,0
50,Atalanta-Lazio,1,0,2,1,2,5,2,0,2,0,2,6,1.818181818181818,1.2727272727272727,2.0,1.7272727272727273,1.0787197799411874,0.904534033733291,1.7320508075688772,1.1037127426019049,2,2,4,1,3,2,3,1,1,1,3,0,3,1,1,2,3,1,4,0,2,2
51,Verona-Juventus,1,2,0,2,1,10,2,2,2,1,0,7,2.1818181818181817,1.818181818181818,1.3636363636363635,1.3636363636363635,1.2504544628399563,1.0787197799411874,0.9244162777371754,0.8090398349558905,3,4,2,4,1,3,0,3,1,1,3,1,1,1,1,2,0,0,1,2,2,1
52,Torino-Sampdoria,1,0,0,2,0,13,0,1,0,2,0,15,1.3636363636363635,1.0,1.2727272727272727,2.090909090909091,1.3618169680781096,0.7745966692414834,1.1908743922772955,1.3751033019046572,1,0,0,3,0,1,1,1,2,1,2,3,1,2,1,3,3,3,1,3,3,0
53,Inter-Udinese,1,2,0,1,2,3,0,1,1,1,1,14,2.5454545454545454,1.0909090909090908,1.0909090909090908,1.4545454545454546,1.439696937805757,0.9438798074485388,1.136181803634036,1.213559752433836,2,2,1,1,2,2,1,3,1,0,0,3,1,1,1,1,3,1,1,1,2,0
54,Fiorentina-Spezia,2,0,0,2,0,8,0,0,2,0,1,17,1.4545454545454546,1.181818181818182,1.0909090909090908,2.363636363636364,1.0357254813546264,1.0787197799411874,0.8312094145936334,1.5666989036012804,1,1,0,3,0,0,2,1,0,1,1,0,2,1,1,2,4,1,2,1,3,0
55,Genoa-Venezia,1,0,1,0,1,18,1,1,2,0,0,16,1.3636363636363635,2.0,0.7272727272727273,1.5454545454545454,1.12006493318265,1.095445115010332,0.6466697906828632,1.0357254813546264,3,0,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,0,3,2,0,0
56,Sassuolo-Empoli,2,0,1,2,2,9,2,0,0,2,0,11,1.3636363636363635,1.3636363636363635,1.4545454545454546,1.9090909090909087,1.026910636104941,0.8090398349558905,1.439696937805757,1.2210278829367864,1,1,2,3,2,0,2,2,1,1,4,0,1,4,0,2,2,4,2,2,1,2
57,Salernitana-Napoli,0,2,0,0,2,19,2,2,2,1,2,1,0.9090909090909092,2.090909090909091,2.090909090909091,0.2727272727272727,0.9438798074485388,1.4459976109624424,1.2210278829367864,0.4670993664969137,0,1,1,2,2,1,0,2,4,1,2,2,1,0,3,0,1,0,0,0,0,1
58,Roma-Milan,0,2,0,1,2,4,2,2,2,2,2,2,1.7272727272727273,1.0909090909090908,2.272727272727273,0.9090909090909092,1.1908743922772955,1.136181803634036,1.1037127426019049,0.8312094145936334,2,2,0,0,2,3,0,1,0,1,2,3,3,4,1,1,2,2,2,0,1,2
59,Bologna-Cagliari,0,2,1,0,0,12,0,1,2,0,0,20,1.5454545454545454,2.0,1.0909090909090908,2.1818181818181817,1.0357254813546264,2.04939015319192,1.044465935734187,0.8738628975053029,2,3,1,2,0,4,0,1,4,3,0,1,3,0,1,2,1,1,3,2,2,0
60,Empoli-Genoa,0,0,2,0,2,11,0,1,0,1,1,17,1.5,1.9166666666666667,1.4166666666666667,2.0,1.381698559415515,1.164500152881315,1.0836246694508316,1.044465935734187,0,1,4,0,2,2,4,2,2,1,0,2,2,1,0,1,2,3,1,0,2,2
