,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
281,Cagliari-Sassuolo,1,0,1,1,0,11,2,2,2,2,1,8,1.4411764705882353,1.4705882352941178,1.8235294117647056,1.6470588235294117,1.3300985716625222,1.0512703460401889,1.2424459804193702,1.2764143181531822,1,0,0,0,0,1,1,0,0,3,3,4,2,2,3,1,2,1,1,3,1,1
282,Milan-Bologna,1,2,2,1,2,6,1,2,0,1,1,10,1.5588235294117647,1.2647058823529411,1.411764705882353,1.6764705882352942,1.2598984199214234,1.2137800591892922,0.9883456351267776,1.0066622988655227,2,3,4,2,3,2,0,2,2,1,1,2,1,2,1,1,1,2,2,1,5,1
283,Parma-Sampdoria,0,0,0,1,0,12,2,2,0,2,2,14,1.3823529411764706,1.4705882352941178,1.3235294117647058,1.6470588235294117,1.181029491391533,1.107421085981109,1.224016939754391,1.4746823580151076,2,1,1,2,1,3,2,2,2,3,2,3,0,3,3,1,0,2,1,0,2,3
284,Genoa-Lecce,0,1,0,2,0,17,0,0,2,1,0,18,1.2352941176470589,1.8823529411764703,1.2352941176470589,2.235294117647059,0.923065496524185,1.343101473689703,1.046171187376943,1.5385712287784907,1,2,1,2,0,3,2,2,0,3,1,2,2,0,1,2,4,1,0,3,2,1
285,Brescia-Spal,0,2,0,0,0,19,1,0,0,0,0,20,0.9411764705882352,2.088235294117647,0.7058823529411765,1.8823529411764703,0.8507100944999625,1.602415734253519,0.718981255907142,1.1485090699593827,0,2,1,0,2,6,0,3,3,6,2,0,0,0,0,2,3,3,2,4,2,1
286,Fiorentina-Torino,0,2,1,1,2,13,0,0,2,0,2,15,1.2647058823529411,1.3235294117647058,1.2058823529411764,1.8235294117647056,1.1094312910952706,1.2725681082039682,1.0948754395656124,1.5853608371463006,1,2,0,1,3,3,1,0,1,1,1,1,3,1,3,2,4,1,3,0,2,0
287,Napoli-Udinese,0,2,2,1,1,7,2,1,2,0,1,16,1.5588235294117647,1.2941176470588236,0.9411764705882352,1.411764705882353,1.1597067672891528,1.000890868773562,0.9515912182772164,1.559285909966356,0,2,2,2,1,2,1,1,2,1,2,2,3,1,0,0,2,0,3,0,2,1
288,Roma-Inter,0,0,2,2,2,5,2,0,1,2,2,2,1.8529411764705883,1.3529411764705883,2.176470588235294,1.0588235294117647,1.351370862700595,1.011520096451794,1.3135791548583706,0.8856148855400953,0,1,2,3,2,2,2,1,0,1,6,1,2,3,4,0,2,2,1,0,2,2
289,Juventus-Lazio,2,2,0,1,1,1,2,0,0,0,1,4,2.117647058823529,1.0588235294117647,2.0294117647058822,1.088235294117647,0.9774644342085302,1.0427578954486505,1.3367825261730646,0.9331486957680148,3,4,2,2,3,1,1,4,2,3,2,0,1,1,0,1,3,2,2,0,2,1
290,Atalanta-Bologna,2,2,1,2,1,3,2,0,1,1,0,10,2.7142857142857144,1.2571428571428571,1.3714285714285714,1.6571428571428573,1.887597735240227,0.9804817886198226,1.0025178386476334,0.998317913022793,1,2,2,6,1,0,0,2,2,1,2,1,2,1,1,1,2,2,1,5,1,0
291,Sassuolo-Milan,2,2,2,1,1,8,2,2,1,2,2,6,1.8,1.6571428571428573,1.5714285714285714,1.2571428571428571,1.2319281873646408,1.2589177691890092,1.2434703403760614,1.1966339344633528,4,2,2,3,1,2,1,1,3,1,3,4,2,3,5,0,2,2,1,1,1,2
292,Parma-Napoli,0,0,1,0,0,14,2,2,1,1,2,7,1.4,1.457142857142857,1.542857142857143,1.3142857142857145,1.1682062670406028,1.093909802251623,1.1464230084422218,0.9932545604469882,1,1,2,1,2,2,2,2,3,3,2,2,2,1,2,1,1,2,1,1,2,1
293,Lecce-Brescia,0,2,1,0,0,18,2,0,0,0,2,19,1.2857142857142858,2.2,0.9428571428571428,2.1142857142857143,1.072968081632292,1.5300903471979148,0.8381652631810514,1.5861798090237504,2,2,0,1,1,4,1,0,3,2,2,1,0,2,2,0,3,3,6,1,3,1
294,Inter-Fiorentina,0,1,2,2,1,2,2,1,1,2,2,12,2.1142857142857143,1.0285714285714285,1.2285714285714286,1.2857142857142858,1.345393635191369,0.8906611650478365,1.1137037911643213,1.2735182525177244,1,2,3,4,2,2,2,1,0,2,2,0,1,3,2,1,0,1,1,0,0,0
295,Sampdoria-Genoa,2,0,2,2,2,13,1,0,2,0,2,17,1.3142857142857145,1.6571428571428573,1.2571428571428571,1.8571428571428568,1.207121724244435,1.454058359999939,0.9185300642829264,1.331581482184804,3,0,3,3,3,0,2,1,0,2,2,1,2,0,2,2,2,0,3,1,1,2
296,Torino-Verona,0,2,0,2,0,15,0,1,1,0,1,9,1.2,1.8,1.2285714285714286,1.2285714285714286,1.079215401276752,1.5680636241593533,0.9420164319072112,0.972737625156423,1,3,1,3,0,4,1,3,0,2,0,2,1,1,1,2,2,1,2,1,1,1
297,Spal-Roma,0,0,0,0,0,20,0,2,2,2,1,5,0.7142857142857143,2.0,1.9714285714285715,1.3428571428571427,0.7100716024967262,1.3284223283101428,1.5046147501000002,0.998317913022793,0,0,0,0,1,3,3,2,4,2,1,2,3,2,2,2,1,0,1,2,1,6
298,Udinese-Juventus,1,2,0,1,0,16,2,0,1,1,2,1,0.9714285714285714,1.4,2.085714285714286,1.0857142857142856,0.9544235798364888,1.537760021054306,0.9813384788563186,1.0395538797520614,2,3,1,0,1,2,0,3,0,2,4,2,2,3,2,1,4,2,3,1,2,1
299,Lazio-Cagliari,0,0,0,1,0,4,0,1,1,0,1,11,2.0285714285714285,1.0857142857142856,1.4285714285714286,1.4857142857142858,1.3169866292079826,0.9194444797052752,1.3125125049424298,1.0395538797520616,0,1,1,0,1,3,2,2,0,2,0,0,0,0,1,1,0,0,3,1,2,1
300,Milan-Atalanta,2,1,2,2,2,6,2,1,2,1,2,2,1.5555555555555556,1.25,2.6666666666666665,1.25,1.2292725943057183,1.1801936887041646,1.88224789622864,0.96732325812744,4,2,3,5,2,2,2,1,1,1,2,2,6,1,1,0,2,2,1,0,1,1
301,Brescia-Parma,0,0,0,2,0,19,0,1,0,0,2,10,0.9444444444444444,2.111111111111111,1.4166666666666667,1.4444444444444444,0.8261595987094031,1.563471919941143,1.1557310611531932,1.0808579778370366,1,0,2,2,1,3,3,6,1,3,1,2,1,2,2,2,2,3,3,1,1,2
302,Genoa-Inter,0,2,0,2,2,17,1,2,2,1,1,3,1.2222222222222223,1.8888888888888888,2.138888888888889,1.0,0.9292427365828926,1.3261712403495105,1.3342258917285073,0.8944271909999159,1,2,0,2,2,2,0,3,1,1,2,3,4,2,0,2,1,0,2,0,0,3
303,Napoli-Sassuolo,2,1,1,2,0,7,2,2,1,1,0,8,1.5555555555555556,1.2777777777777777,1.75,1.6666666666666667,1.1324926854243618,1.003169580055738,1.250714081749188,1.2421180068162376,2,2,1,2,1,1,2,1,1,2,2,2,3,1,1,1,1,3,1,2,2,0
304,Bologna-Lecce,0,1,1,0,0,12,2,1,0,0,2,18,1.4166666666666667,1.6666666666666667,1.3055555555555556,2.2222222222222223,1.02469507659596,0.985610760609162,1.0642084770098774,1.5139562384902316,1,2,1,1,0,2,2,1,5,1,2,0,1,1,3,1,0,3,2,1,3,2
305,Roma-Fiorentina,2,2,2,1,2,5,1,1,2,2,1,11,1.9722222222222223,1.3333333333333333,1.2222222222222223,1.3055555555555556,1.4829721336580637,0.9856107606091624,1.0983392947305517,1.2608261338037612,2,3,2,2,6,1,0,1,2,1,0,1,3,2,0,0,1,1,0,0,2,1
306,Verona-Lazio,1,1,0,1,1,9,0,0,1,0,2,4,1.2222222222222223,1.3333333333333333,2.111111111111111,1.0833333333333333,0.9292427365828928,1.1464230084422218,1.389301526004607,0.9063269671749656,2,1,1,1,1,2,1,2,1,1,1,1,0,1,2,2,2,0,2,1,1,5
307,Spal-Torino,0,0,0,0,0,20,2,0,2,0,1,16,0.7222222222222222,1.9722222222222223,1.1944444444444444,1.7777777777777777,0.7014723744122016,1.319872528717638,1.0642084770098774,1.551241182521018,0,0,0,1,1,3,2,4,2,6,3,1,3,0,1,1,3,0,2,1,1,1
308,Cagliari-Udinese,1,1,0,1,0,13,2,0,1,0,2,15,1.3888888888888888,1.4722222222222223,0.9722222222222222,1.3611111111111112,1.3153549825650603,1.027788502732545,0.940702203101829,1.5334886049747167,0,0,0,1,1,0,0,3,1,2,3,1,0,1,2,0,3,0,2,1,0,1
309,Juventus-Sampdoria,0,1,1,2,0,1,0,2,2,2,0,14,2.083333333333333,1.0555555555555556,1.2777777777777777,1.6666666666666667,0.9673232581274396,1.0404516723710344,1.2097487604837889,1.4342743312012722,2,2,3,2,1,4,2,3,1,2,0,3,3,3,1,2,1,0,2,2,2,0
310,Parma-Atalanta,1,0,0,2,2,9,1,2,1,2,1,3,1.4054054054054057,1.4594594594594594,2.6486486486486487,1.2432432432432432,1.1416231003721429,1.069646738014072,1.8591547693660295,0.9546786953794516,2,1,2,2,2,2,3,3,1,1,2,6,1,1,1,2,2,1,0,1,1,2
311,Inter-Napoli,2,2,1,1,2,2,1,1,2,0,2,7,2.135135135135135,0.972972972972973,1.5135135135135136,1.2972972972972974,1.3157626044356296,0.8971091376219532,1.145562007187875,0.9962391743414296,3,4,2,0,3,1,0,2,0,0,2,1,2,1,2,2,1,1,2,0,2,0
312,Lazio-Brescia,0,1,0,2,2,4,0,0,2,0,0,19,2.108108108108108,1.054054054054054,0.918918918918919,2.108108108108108,1.3699915608779776,0.911224632201265,0.8292693697995166,1.5417123197525784,1,0,1,2,5,2,0,2,1,1,0,2,2,1,1,3,6,1,3,2,2,0
313,Sassuolo-Genoa,2,1,1,0,0,8,2,0,2,2,0,17,1.837837837837838,1.6216216216216215,1.1891891891891893,1.972972972972973,1.3439889531935545,1.2550199500705457,0.9380191255405615,1.4040909769211791,2,3,1,1,0,1,3,1,2,2,2,0,2,2,0,0,3,1,1,3,5,0
314,Udinese-Lecce,0,1,0,2,2,14,1,0,0,2,0,18,0.972972972972973,1.3783783783783785,1.3243243243243243,2.189189189189189,0.9275561224855132,1.5156837721956704,1.05551604161856,1.5062432634766434,1,0,1,2,1,3,0,2,1,0,0,1,1,3,2,0,3,2,1,3,1,2
315,Sampdoria-Milan,2,2,2,0,0,15,1,2,2,2,1,6,1.2702702702702702,1.7297297297297298,1.6216216216216215,1.2432432432432432,1.1937021927285405,1.4653146921897515,1.2769614836128107,1.1644122362187097,3,3,3,1,0,1,0,2,2,2,2,3,5,2,1,2,1,1,1,1,1,4
316,Verona-Spal,1,0,1,1,0,10,0,0,0,0,1,20,1.2702702702702702,1.2972972972972974,0.7027027027027027,2.0,0.9617301726185596,1.1514451032619082,0.7017780934828989,1.3123346456686351,1,1,1,1,1,1,2,1,1,5,0,0,1,1,1,2,4,2,6,1,3,0
317,Fiorentina-Bologna,1,2,2,1,0,12,1,1,0,0,2,11,1.2972972972972974,1.2702702702702702,1.3783783783783785,1.7297297297297298,1.1753218203459772,1.261582970553896,1.036858271450383,1.0447926069759448,1,3,2,0,1,1,1,0,0,2,2,1,1,0,3,2,1,5,1,2,4,0
318,Cagliari-Juventus,1,0,1,0,0,13,1,1,2,0,2,1,1.4054054054054057,1.4324324324324325,2.027027027027027,1.0810810810810811,1.300842877595981,1.0419143849595252,1.0134234194190634,1.037582081850191,0,0,1,1,0,0,3,1,2,1,2,3,2,1,2,2,3,1,2,0,2,0
319,Torino-Roma,0,2,0,1,1,16,2,2,1,2,2,5,1.2162162162162162,1.8108108108108107,2.0,1.351351351351351,1.057647681706256,1.5426859304083511,1.4719601443879744,0.977985918332394,1,3,0,1,1,3,0,2,1,1,3,2,2,6,2,0,1,2,1,1,2,3
320,Brescia-Sampdoria,0,2,0,0,0,19,2,2,0,0,0,15,0.9210526315789472,2.0789473684210527,1.263157894736842,1.7105263157894737,0.8180920105315725,1.531323027114549,1.178276582184835,1.4502170338382836,2,2,1,1,0,6,1,3,2,2,3,3,1,0,1,0,2,2,2,4,1,1
321,Milan-Cagliari,2,2,2,1,2,6,0,1,0,0,2,13,1.6578947368421053,1.2105263157894737,1.368421052631579,1.4736842105263157,1.2792801140648675,1.166141587454742,1.303240299170742,1.0587305531004,3,5,2,1,4,1,1,1,1,1,0,1,1,0,2,3,1,2,1,0,3,0
322,Atalanta-Inter,2,1,2,1,2,3,2,1,1,2,2,2,2.5789473684210527,1.263157894736842,2.131578947368421,0.9473684210526316,1.8835214137550889,0.9496574211991876,1.2980453627932782,0.8988692121757424,6,1,1,1,2,2,1,0,1,1,4,2,0,3,2,0,2,0,0,0,0,2
323,Napoli-Lazio,1,2,0,2,0,7,1,0,2,2,2,4,1.5526315789473684,1.2894736842105263,2.0789473684210527,1.105263157894737,1.155418922999129,0.983867018503808,1.3632548283005566,0.9526484756012756,1,2,1,2,0,1,1,2,0,2,0,1,2,5,2,0,2,1,1,0,3,1
324,Juventus-Roma,1,2,0,2,0,1,2,1,2,2,2,5,2.0,1.131578947368421,2.026315789473684,1.3421052631578947,1.0134234194190634,1.0697575535272428,1.4609667681305392,0.9663616856742188,3,2,1,2,0,3,1,2,0,2,2,2,6,2,3,1,2,1,1,2,1,3
325,Spal-Fiorentina,0,0,0,1,0,20,2,2,1,0,2,10,0.7105263157894737,2.026315789473684,1.3421052631578947,1.263157894736842,0.6939076477551511,1.3046039495376978,1.191780765923668,1.245189891658031,0,1,1,1,0,4,2,6,1,3,3,2,0,1,4,1,0,0,2,0,1,3
326,Genoa-Verona,0,2,2,0,0,17,0,1,1,0,2,9,1.236842105263158,1.9210526315789476,1.236842105263158,1.3421052631578947,0.9707676128606844,1.4214872103001637,0.9707676128606846,1.1688829453677347,0,2,2,0,0,3,1,1,3,5,1,1,1,1,3,2,1,1,5,0,3,0
327,Lecce-Parma,0,0,2,0,2,18,0,0,2,2,0,11,1.368421052631579,2.236842105263158,1.4736842105263157,1.5,1.076055173697941,1.514510187991677,1.2021791498743448,1.0842857905901355,1,1,3,2,2,3,2,1,3,1,1,2,2,2,1,3,3,1,1,2,3,4
328,Bologna-Torino,1,0,0,2,0,12,2,0,1,1,0,16,1.368421052631579,1.7105263157894737,1.2105263157894737,1.7894736842105263,1.0245909567890967,1.037353564705728,1.0438466993391295,1.5273700190079798,1,1,0,3,0,1,5,1,2,4,3,0,1,1,2,0,2,1,1,3,1,1
329,Sassuolo-Udinese,1,1,0,0,2,8,1,0,2,2,0,14,1.7894736842105263,1.605263157894737,0.9736842105263158,1.3421052631578947,1.358812970381852,1.2420443845533735,0.9149462280836482,1.5116898686207003,3,1,1,0,5,3,1,2,2,0,0,1,2,1,1,0,2,1,0,2,0,1
