,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
574,Juventus-Genoa,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,13.0,2.0,0.896551724137931,1.068965517241379,1.413793103448276,1.224744871391589,0.7243138421098421,0.9975339050005346,1.268217009914491,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3 , 1
575,Verona-Lazio,2.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,2.0,2.0,6.0,1.310344827586207,1.172413793103448,1.551724137931034,1.310344827586207,1.003687781414906,0.8891796185747117,0.948163898450644,1.227757778456963,3.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0 , 1
576,Sampdoria-Napoli,1.0,1.0,0.0,2.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,5.0,1.344827586206897,1.482758620689655,2.172413793103448,1.172413793103448,0.9364012444675593,0.8709883407113854,1.627201048190274,1.197287574873227,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,0 , 2
577,Roma-Bologna,2.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,0.0,11.0,1.827586206896552,1.517241379310345,1.344827586206897,1.551724137931034,1.536902392970107,1.242712748534213,1.173391362947757,1.182799551202622,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1 , 0
578,Fiorentina-Atalanta,0.0,1.0,2.0,0.0,1.0,14.0,2.0,0.0,2.0,2.0,2.0,4.0,1.241379310344828,1.586206896551724,2.344827586206896,1.241379310344828,1.184880114905937,1.350059294446791,1.609699662957692,1.090713148547221,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2 , 3
579,Benevento-Sassuolo,0.0,1.0,0.0,2.0,1.0,15.0,1.0,0.0,2.0,0.0,1.0,9.0,1.03448275862069,1.862068965517241,1.655172413793103,1.655172413793103,0.8230066229854002,1.597411699572479,1.203443335628631,1.203443335628631,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0 , 1
580,Crotone-Udinese,2.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,12.0,1.233333333333333,2.566666666666667,1.066666666666667,1.333333333333333,1.250746903290971,1.430778262618498,0.9802650357071221,1.093344547181068,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1 , 2
581,Sampdoria-Verona,1.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,1.3,1.5,1.266666666666667,1.166666666666667,0.952311163288627,0.8610338613230188,1.01483252680985,0.8742813140471172,2.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,3 , 1
582,Sassuolo-Fiorentina,0.0,2.0,0.0,1.0,2.0,8.0,1.0,2.0,0.0,1.0,0.0,15.0,1.633333333333333,1.6,1.266666666666667,1.633333333333333,1.188546876720022,1.220514306517459,1.172481404406126,1.351457280719297,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3 , 1
583,Cagliari-Parma,1.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,0.0,1.0,0.0,19.0,1.033333333333333,1.7,0.9666666666666667,1.966666666666667,1.033351872284568,1.178836363713723,0.9278574999588488,1.129031728375319,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,4 , 3
584,Milan-Genoa,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,13.0,1.9,1.166666666666667,1.066666666666667,1.466666666666667,0.9948141396330237,1.019916606913267,0.9802650357071221,1.279367659898984,2.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2 , 1
585,Lazio-Benevento,0.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,1.0,0.0,16.0,1.533333333333333,1.266666666666667,1.0,1.833333333333333,0.9371024061116427,1.229895799716756,0.8304547985373997,1.57749984061059,1.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,1.0,5 , 3
586,Atalanta-Juventus,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,3.0,2.366666666666667,1.266666666666667,2.033333333333333,0.9,1.586219390255644,1.080655399261959,1.217213701616236,0.7119666788018509,0.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1 , 0
587,Bologna-Spezia,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,2.0,14.0,1.3,1.533333333333333,1.333333333333333,1.833333333333333,1.178836363713723,1.16658456197135,0.9589266029707683,1.261726603899793,1.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4 , 1
588,Torino-Roma,0.0,0.0,0.0,1.0,2.0,17.0,2.0,0.0,0.0,1.0,2.0,7.0,1.4,1.733333333333333,1.8,1.466666666666667,1.037237710925281,1.36289077492212,1.517711525904073,1.252124631158585,2.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3 , 1
589,Napoli-Inter,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.166666666666667,1.133333333333333,2.3,0.9,1.59920957487373,1.195778013458712,1.342925268159799,0.8847364696279086,3.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1 , 1
590,Verona-Fiorentina,0.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,16.0,1.258064516129032,1.225806451612903,1.258064516129032,1.67741935483871,0.9989241524588297,0.9204954252775999,1.153768952476589,1.351224056777004,2.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1 , 2
591,Milan-Sassuolo,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,8.0,1.903225806451613,1.161290322580645,1.67741935483871,1.580645161290323,0.9782582722940951,1.003220620254202,1.194071376263958,1.204828993353748,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1 , 2
592,Genoa-Benevento,1.0,2.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,17.0,1.064516129032258,1.483870967741935,1.064516129032258,1.935483870967742,0.9638631946829985,1.261506182887093,0.8920195764282208,1.651978286196436,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,2.0,1.0,5.0,2 , 2
593,Udinese-Cagliari,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,18.0,1.096774193548387,1.32258064516129,1.129032258064516,1.741935483870968,0.9782582722940951,1.076633542551149,1.147226669955883,1.182306839346534,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,3.0,0 , 1
594,Spezia-Inter,0.0,2.0,0.0,2.0,0.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0,1.32258064516129,1.903225806451613,2.258064516129032,0.9032258064516129,0.9447079539622654,1.300124063558998,1.340839088916187,0.870051290046643,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1 , 1
595,Juventus-Parma,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,19.0,1.967741935483871,0.9032258064516129,1.032258064516129,2.032258064516129,1.25123594811269,0.7002303768369103,0.9826451026944887,1.168585212061775,3.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,4.0,3 , 1
596,Crotone-Sampdoria,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,1.0,0.0,2.0,10.0,1.225806451612903,2.548387096774194,1.354838709677419,1.483870967741935,1.23043833434417,1.410406789485912,0.9848311901632074,0.8513114487634352,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0 , 1
597,Bologna-Torino,2.0,2.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,2.0,2.0,15.0,1.387096774193548,1.516129032258065,1.451612903225806,1.709677419354839,1.256381559740477,1.150969670667172,1.059519063141995,1.346440947760596,3.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1 , 1
598,Roma-Atalanta,0.0,0.0,1.0,2.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.774193548387097,1.516129032258065,2.32258064516129,1.225806451612903,1.49910367485274,1.261506182887094,1.57875682683546,1.086574968094849,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1 , 1
599,Napoli-Lazio,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,2.129032258064516,1.129032258064516,1.645161290322581,1.32258064516129,1.586231077825064,1.175923338880869,1.112006807436423,1.248655190573537,1.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,5 , 2
600,Genoa-Spezia,2.0,1.0,0.0,0.0,1.0,14.0,2.0,0.0,2.0,0.0,1.0,15.0,1.09375,1.5,1.3125,1.875,0.9625026183458311,1.24434203367651,0.9310937030562325,1.288910517677874,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2 , 0
601,Parma-Crotone,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,1.03125,2.0625,1.1875,2.5,0.9666828882584055,1.162241993567993,1.229673442094912,1.414213562373095,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,3.0,2.0,1.0,3 , 4
602,Sassuolo-Sampdoria,0.0,1.0,2.0,2.0,2.0,8.0,2.0,1.0,0.0,2.0,2.0,9.0,1.6875,1.5625,1.34375,1.4375,1.176037633806432,1.189673308368798,0.970845158910856,0.87758833761769,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1 , 0
603,Benevento-Udinese,2.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,12.0,1.09375,1.9375,1.0625,1.3125,0.8929608234732722,1.625155079448747,0.981687158630159,1.060660171779821,1.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2 , 4
604,Fiorentina-Juventus,0.0,1.0,0.0,0.0,2.0,13.0,0.0,1.0,2.0,0.0,2.0,3.0,1.28125,1.65625,2.0,0.90625,1.142560085241515,1.334634781503914,1.24434203367651,0.6890561567076912,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1 , 1
605,Inter-Verona,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,2.21875,0.90625,1.25,1.25,1.33765261414503,0.856074122506811,0.9837387536759294,0.915810939779251,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1 , 0
606,Cagliari-Roma,0.0,0.0,0.0,2.0,2.0,18.0,0.0,1.0,2.0,0.0,1.0,7.0,1.125,1.6875,1.75,1.5,1.128801819801464,1.20315445607008,1.481063262354709,1.24434203367651,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3 , 2
607,Atalanta-Bologna,2.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,11.0,2.28125,1.21875,1.375,1.5,1.57058392675073,1.069650983174629,1.237844119635477,1.13592366849413,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5 , 0
608,Torino-Napoli,0.0,1.0,2.0,2.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,5.0,1.4375,1.6875,2.21875,1.15625,1.045342975048797,1.330474084799317,1.640896194943679,1.167002639795782,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,2.0,0 , 2
609,Lazio-Milan,2.0,2.0,2.0,2.0,0.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0,1.65625,1.4375,1.875,1.1875,1.095721150069523,1.389766747660637,0.9755064854862865,0.9979818344716921,1.0,2.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3 , 0
610,Verona-Spezia,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,15.0,1.212121212121212,1.242424242424242,1.272727272727273,1.878787878787879,0.9923953268977463,0.902437775912522,0.9444815797809158,1.268798047306381,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,1 , 1
611,Crotone-Inter,0.0,0.0,0.0,0.0,2.0,20.0,2.0,2.0,1.0,1.0,2.0,1.0,1.272727272727273,2.515151515151515,2.181818181818182,0.8787878787878788,1.305582419667734,1.394659728240461,1.333570054743691,0.8572330399888264,3.0,2.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0 , 2
612,Milan-Benevento,1.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,18.0,1.818181818181818,1.242424242424242,1.121212121212121,2.0,1.014105068969232,1.031694692917405,0.8929437187463076,1.6393596310755,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2 , 0
613,Lazio-Genoa,2.0,2.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,13.0,1.696969696969697,1.393939393939394,1.121212121212121,1.454545454545455,1.103541132130121,1.390579778801677,0.9603897567386301,1.252270664905083,2.0,1.0,5.0,2.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4 , 3
614,Sassuolo-Atalanta,1.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.666666666666667,1.515151515151515,2.363636363636364,1.181818181818182,1.163686670314078,1.202113038601511,1.616674476707158,1.073968850064605,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,1 , 1
615,Napoli-Cagliari,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,17.0,2.212121212121212,1.121212121212121,1.181818181818182,1.696969696969697,1.615502548697613,1.166125415574365,1.157976291168818,1.185454777839724,4.0,2.0,1.0,5.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,1 , 1
616,Bologna-Fiorentina,0.0,0.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,1.0,14.0,1.333333333333333,1.606060606060606,1.272727272727273,1.636363636363636,1.241638702145945,1.27326828328209,1.125631136094527,1.318573609487299,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3 , 3
617,Udinese-Juventus,0.0,0.0,2.0,0.0,2.0,11.0,1.0,2.0,0.0,2.0,1.0,4.0,1.151515151515152,1.333333333333333,1.96969696969697,0.9090909090909091,1.093195205613232,1.050793351076541,1.237054174360618,0.6784005252999681,2.0,0.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1 , 2
618,Sampdoria-Roma,1.0,0.0,2.0,2.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,7.0,1.303030303030303,1.424242424242424,1.757575757575758,1.545454545454545,0.9837698055454998,0.867118180753892,1.458387444883539,1.252270664905083,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2 , 0
619,Torino-Parma,1.0,2.0,2.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,19.0,1.393939393939394,1.696969696969697,1.090909090909091,2.121212121212121,1.058873043009463,1.31064985038073,1.011299793694863,1.192622524040396,2.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,1 , 0
620,Udinese-Bologna,0.0,2.0,0.0,2.0,0.0,11.0,0.0,2.0,1.0,0.0,1.0,12.0,1.147058823529412,1.352941176470588,1.382352941176471,1.647058823529412,1.076817784905823,1.0410470527944,1.255646782082734,1.276414318153182,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,3.0,1 , 1
621,Spezia-Napoli,2.0,0.0,1.0,0.0,1.0,16.0,2.0,1.0,2.0,2.0,1.0,5.0,1.264705882352941,1.852941176470588,2.176470588235294,1.117647058823529,0.9312365038082192,1.258482803272221,1.604361257498847,1.148509069959383,3.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1 , 4
622,Inter-Sampdoria,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,9.0,2.176470588235294,0.8529411764705882,1.323529411764706,1.382352941176471,1.313579154858371,0.8574929257125442,0.9760957552162384,0.8881272732418118,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,5 , 1
623,Fiorentina-Lazio,0.0,0.0,2.0,1.0,1.0,15.0,2.0,2.0,0.0,2.0,2.0,6.0,1.323529411764706,1.676470588235294,1.764705882352941,1.441176470588235,1.147344450018181,1.319333813418706,1.156243225157201,1.396774996968682,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,0.0,3.0,5.0,0.0,3.0,2 , 0
624,Genoa-Sassuolo,0.0,0.0,1.0,2.0,0.0,13.0,2.0,2.0,2.0,2.0,1.0,8.0,1.176470588235294,1.529411764705882,1.647058823529412,1.5,0.9991083368712844,1.308139880335457,1.151608965124946,1.1870513506546,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1 , 2
625,Parma-Atalanta,0.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,1.0,2.0,1.0,2.0,1.058823529411765,2.088235294117647,2.323529411764706,1.176470588235294,1.013280794209798,1.190050853479839,1.609076306367972,1.058030996718823,1.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,2 , 5
626,Benevento-Cagliari,0.0,0.0,1.0,0.0,0.0,18.0,0.0,2.0,2.0,2.0,1.0,17.0,1.088235294117647,2.0,1.176470588235294,1.676470588235294,0.9000891221470719,1.614329769923297,1.140722478009444,1.173458711499294,0.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,4.0,2.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1 , 3
627,Verona-Torino,0.0,0.0,0.0,0.0,1.0,10.0,2.0,2.0,1.0,0.0,2.0,14.0,1.205882352941176,1.235294117647059,1.382352941176471,1.647058823529412,0.9779202348554562,0.8896313001841716,1.044892509546431,1.323044078176753,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1 , 1
628,Roma-Crotone,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,20.0,1.705882352941176,1.558823529411765,1.235294117647059,2.5,1.467411899471122,1.235612385788698,1.304045535768705,1.376204706407951,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,3.0,2.0,5 , 0
629,Juventus-Milan,2.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,4.0,1.970588235294118,0.9117647058823529,1.823529411764706,1.205882352941176,1.218177827433802,0.6682245611851775,0.9991083368712844,1.038046293260504,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0 , 3
630,Napoli-Udinese,1.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,11.0,2.228571428571429,1.114285714285714,1.142857142857143,1.342857142857143,1.610365583004173,1.131667914587828,1.061155229063151,1.027356892649263,1.0,5.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5 , 1
631,Cagliari-Fiorentina,2.0,2.0,2.0,1.0,2.0,16.0,0.0,2.0,1.0,1.0,2.0,13.0,1.228571428571429,1.657142857142857,1.342857142857143,1.628571428571429,1.16532535940711,1.161714178243845,1.136114563994762,1.33031872089348,4.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,0 , 0
632,Atalanta-Benevento,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,2.4,1.2,1.085714285714286,2.028571428571428,1.648528755837619,1.051609410827602,0.8868791472623198,1.599369623719705,1.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,4.0,2.0,3.0,2 , 0
633,Bologna-Genoa,2.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,15.0,1.371428571428571,1.628571428571429,1.171428571428571,1.542857142857143,1.238730713881191,1.262250890641147,0.9847577870520567,1.291211404362703,4.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,0 , 2
634,Sassuolo-Juventus,2.0,2.0,2.0,1.0,2.0,8.0,0.0,2.0,1.0,2.0,0.0,5.0,1.657142857142857,1.485714285714286,1.914285714285714,0.9714285714285714,1.136114563994762,1.172514356400972,1.245496087589873,0.7469827262241818,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1 , 3
635,Torino-Milan,2.0,1.0,0.0,2.0,1.0,14.0,2.0,0.0,0.0,2.0,2.0,3.0,1.371428571428571,1.628571428571429,1.857142857142857,1.171428571428571,1.031438580923987,1.308023076917185,1.004192890506868,1.042782315722315,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0 , 7
636,Lazio-Parma,2.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,1.714285714285714,1.457142857142857,1.085714285714286,2.171428571428571,1.177520539884014,1.379319037932617,1.010865341920376,1.271537149551312,5.0,2.0,3.0,4.0,0.0,3.0,5.0,0.0,3.0,2.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0,5.0,1 , 0
637,Inter-Roma,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,2.257142857142857,0.8571428571428571,1.8,1.514285714285714,1.379319037932617,0.8451542547285166,1.549193338482967,1.245496087589873,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,3.0,1.0,3.0,2.0,0.0,3 , 1
638,Sampdoria-Spezia,2.0,2.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,17.0,1.314285714285714,1.485714285714286,1.257142857142857,1.914285714285714,0.9631879839558708,1.067471685019948,0.9185300642829263,1.291862052629928,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,2 , 2
